date, pm25, pm10, o3, no2, so2
2022/11/26, 11, 3, 13, 2, 
2022/11/27, 11, 4, 11, 2, 
2022/11/28, 15, 4, 12, 3, 
2022/11/29, 17, 2, 13, 1, 
2022/11/30, 8, 5, 12, 1, 
2022/12/1, 18, 11, 13, 6, 
2022/12/2, 44, 7, 18, 2, 
2022/12/3, 28, 7, 21, 2, 
2022/12/4, 27, 4, 26, 1, 
2022/12/5, 14, 2, 28, , 
2022/12/6, 7, 2, 30, , 
2022/12/7, 6, 2, 29, 1, 
2022/12/8, 9, 1, 28, , 
2022/12/9, 3, 1, 23, , 
2022/12/10, 5, 2, 23, , 
2022/12/11, 8, 4, 25, , 
2022/12/12, 13, 3, 28, , 
2022/12/13, 8, 2, 26, , 
2022/12/14, 5, 1, 26, 1, 
2022/12/15, 4, 2, 27, , 
2022/12/16, 5, 2, 29, , 
2022/12/17, 4, 5, 28, 1, 
2022/12/18, 18, 7, 28, , 
2022/12/19, 22, 6, 22, 2, 
2022/12/20, 19, 4, 26, 1, 
2022/12/21, 15, 5, 26, , 
2022/12/22, 17, 3, 28, , 
2022/12/23, 11, 2, 31, , 
2022/12/24, 5, 2, 27, , 
2022/12/25, 4, , , , 
2022/12/28, 7, 4, 21, 1, 
2022/12/29, 12, 5, 28, , 
2022/12/30, 16, 7, 28, , 
2022/12/31, 23, 5, 33, , 
2023/1/1, 13, 3, 31, , 
2022/7/1, 31, 9, 43, 1, 
2022/7/2, 27, 4, 38, , 
2022/7/3, 9, 3, 35, , 
2022/7/4, 9, 3, 36, , 
2022/7/5, 8, 3, 27, , 
2022/7/6, 7, 2, 28, , 
2022/7/7, 5, 2, 25, , 
2022/7/8, 2, 1, 26, , 
2022/7/9, 3, 1, 21, , 
2022/7/10, 2, 1, 28, , 
2022/7/11, 4, 2, 23, , 
2022/7/12, 6, 3, 33, , 
2022/7/13, 7, 3, 32, , 
2022/7/14, 5, 1, 23, , 
2022/7/15, 2, 2, 22, , 
2022/7/16, 3, 1, 20, , 
2022/7/17, 2, 2, 25, , 
2022/7/18, 6, 3, 24, 1, 
2022/7/19, 8, 2, 33, , 
2022/7/20, 5, 6, 43, 1, 
2022/7/21, 19, 9, 52, 1, 
2022/7/22, 32, 5, 44, , 
2022/7/23, 15, 2, 26, , 
2022/7/24, 4, 3, 39, 1, 
2022/7/25, 10, 6, 33, , 
2022/7/26, 18, 3, 22, , 
2022/7/27, 7, 2, 24, , 
2022/7/28, 3, 1, 22, , 
2022/7/29, 2, 2, 25, , 
2022/7/30, 3, 2, 35, , 
2022/7/31, 4, 3, 29, 1, 
2022/8/1, 7, 3, 26, , 
2022/8/2, 5, 3, 41, , 
2022/8/3, 9, 7, 49, 1, 
2022/8/4, 18, 10, 45, 1, 
2022/8/5, 29, 4, 38, , 
2022/8/6, 11, 2, 27, , 
2022/8/7, 5, 3, 26, , 
2022/8/8, 7, 2, 29, , 
2022/8/9, 4, 3, 29, , 
2022/8/10, 8, 4, 30, , 
2022/8/11, 12, 5, 31, , 
2022/8/12, 12, 2, 31, , 
2022/8/13, 4, 7, 34, 1, 
2022/8/14, 24, 11, 34, 2, 
2022/8/15, 30, 19, 34, 1, 
2022/8/16, 48, 15, 42, 2, 
2022/8/17, 39, 15, 30, 4, 
2022/8/18, 40, 21, 33, 1, 
2022/8/19, 50, 18, 34, , 
2022/8/20, 45, 12, 26, , 
2022/8/21, 30, 4, 29, , 
2022/8/22, 11, 4, 29, , 
2022/8/23, 12, 4, 29, , 
2022/8/24, 11, 3, 28, , 
2022/8/25, 7, 4, 29, , 
2022/8/26, 11, 10, 25, 1, 
2022/8/27, 26, 11, 24, 1, 
2022/8/28, 29, 4, 22, , 
2022/8/29, 8, 3, 20, , 
2022/8/30, 5, 3, 24, , 
2022/8/31, 5, 3, 24, , 
2022/9/1, 5, 3, 23, , 
2022/9/2, 5, 2, 22, , 
2022/9/3, 4, 2, 23, , 
2022/9/4, 4, 3, 25, , 
2022/9/5, 7, 3, 23, , 
2022/9/6, 9, 2, 22, , 
2022/9/7, 4, 3, 28, , 
2022/9/8, 6, 4, 26, , 
2022/9/9, 7, 12, 25, , 
2022/9/10, 16, 12, 29, , 
2022/9/11, 18, 10, 33, 1, 
2022/9/12, 18, 6, 32, , 
2022/9/13, 14, 6, 29, , 
2022/9/14, 16, 4, 28, , 
2022/9/15, 7, 2, 27, , 
2022/9/16, 5, 2, 27, , 
2022/9/17, 6, 2, 23, , 
2022/9/18, 5, 3, 16, , 
2022/9/19, 7, 3, 20, , 
2022/9/20, 8, 3, 19, , 
2022/9/21, 8, 2, 25, , 
2022/9/22, 7, 3, 29, , 
2022/9/23, 7, 3, 27, , 
2022/9/24, 8, 4, 32, , 
2022/9/25, 10, 6, 33, , 
2022/9/26, 18, 10, 29, , 
2022/9/27, 34, 5, 25, , 
2022/9/28, 14, 2, 13, , 
2022/9/29, 7, 2, 24, , 
2022/9/30, 5, 4, 29, , 
2022/4/1, 8, , 32, , 
2022/4/2, 10, , 34, , 
2022/4/3, 6, , 33, , 
2022/4/4, 9, , 33, 1, 
2022/4/5, 9, , 34, , 
2022/4/6, 7, , 32, 1, 
2022/4/7, 10, , 34, , 
2022/4/8, 19, , 35, , 
2022/4/9, 9, , 33, , 
2022/4/10, 8, , 34, 1, 
2022/4/11, 9, , 32, 1, 
2022/4/12, 7, , 27, 3, 
2022/4/13, 4, , 34, 1, 
2022/4/14, 7, , 35, , 
2022/4/15, 9, , 34, , 
2022/4/16, 7, , 34, , 
2022/4/17, 7, , 35, 1, 
2022/4/18, 8, , 35, 1, 
2022/4/19, 10, , 34, , 
2022/4/20, 10, , 35, 1, 
2022/4/21, 9, , 34, 2, 
2022/4/22, 10, , 35, 1, 
2022/4/23, 14, , 34, , 
2022/4/24, 9, , 35, , 
2022/4/25, 10, , 37, , 
2022/4/26, 8, , 35, , 
2022/4/27, 6, , 33, , 
2022/4/28, 8, , 34, , 
2022/4/29, 5, , 37, , 
2022/4/30, 7, , 33, , 
2022/5/1, 9, , 37, , 
2022/5/2, 13, , 33, , 
2022/5/3, 9, , 35, , 
2022/5/4, 5, , 36, 1, 
2022/5/5, 18, , 31, 2, 
2022/5/6, 23, , 35, 1, 
2022/5/7, 20, , 34, , 
2022/5/8, 7, , 38, , 
2022/5/9, 9, , 44, 1, 
2022/5/10, 19, , 41, , 
2022/5/11, 26, , 31, 1, 
2022/5/12, 21, , 30, 1, 
2022/5/13, 10, , 33, 1, 
2022/5/14, 12, , 28, , 
2022/5/15, 4, , 27, , 
2022/5/16, 7, , 25, , 
2022/5/17, 6, , 34, , 
2022/5/18, 12, , 35, 1, 
2022/5/19, 18, , 30, 2, 
2022/5/20, 13, , 32, , 
2022/5/21, 13, , 37, , 
2022/5/22, 14, , 36, 1, 
2022/5/23, 17, , 35, 4, 
2022/5/24, 19, , 32, 3, 
2022/5/25, 21, , 32, 2, 
2022/5/26, 12, , 33, , 
2022/5/27, 7, , 32, , 
2022/5/28, 8, 2, 22, , 
2022/5/29, 7, 5, 28, , 
2022/5/30, 10, 5, 25, 1, 
2022/5/31, 16, 6, 35, 1, 
2022/6/1, 19, 6, 32, , 
2022/6/2, 19, 7, 27, 1, 
2022/6/3, 23, 5, 27, 1, 
2022/6/4, 17, 5, 29, , 
2022/6/5, 13, 3, 29, , 
2022/6/6, 7, 5, 30, 2, 
2022/6/7, 9, 7, 46, 2, 
2022/6/8, 21, 6, 37, 1, 
2022/6/9, 20, 4, 38, 1, 
2022/6/10, 13, 6, 37, 1, 
2022/6/11, 19, 12, 33, , 
2022/6/12, 25, 6, 30, , 
2022/6/13, 18, 6, 27, 1, 
2022/6/14, 12, 3, 26, , 
2022/6/15, 6, 3, 25, , 
2022/6/16, 7, 4, 26, , 
2022/6/17, 8, 8, 41, , 
2022/6/18, 27, 5, 29, , 
2022/6/19, 13, 3, 24, , 
2022/6/20, 9, 4, 27, , 
2022/6/21, 12, 4, 30, 1, 
2022/6/22, 13, 6, 30, , 
2022/6/23, 21, 6, 32, 1, 
2022/6/24, 21, 5, 32, 2, 
2022/6/25, 16, 12, 49, 3, 
2022/6/26, 37, 18, 36, 1, 
2022/6/27, 54, 16, 49, 3, 
2022/6/28, 52, 16, 41, 2, 
2022/6/29, 50, 11, 45, 2, 
2022/6/30, 30, 10, 37, 1, 
2022/1/3, 10, , 29, , 
2022/1/4, 16, , 28, , 
2022/1/5, 11, , 31, , 
2022/1/6, 7, , 31, , 
2022/1/7, 6, , 26, , 
2022/1/8, 15, , 18, 1, 
2022/1/9, 44, , 25, , 
2022/1/10, 27, , 27, , 
2022/1/11, 11, , 27, , 
2022/1/12, 29, , 30, , 5
2022/1/13, 17, , 33, , 6
2022/1/14, 12, , 32, , 6
2022/1/15, 13, , 27, , 12
2022/1/16, 15, , 32, , 9
2022/1/17, 11, , 29, , 10
2022/1/18, 10, , 25, 1, 14
2022/1/29, 14, , 27, , 
2022/1/30, 13, , 27, , 
2022/1/31, 14, , 23, , 
2022/2/1, 18, , 21, , 
2022/2/2, 23, , 27, , 
2022/2/3, 9, , 28, , 
2022/2/4, 22, , 32, , 
2022/2/5, 18, , 32, , 
2022/2/6, 21, , 29, , 
2022/2/7, 13, , 27, , 
2022/2/8, 8, , 30, , 
2022/2/9, 22, , 31, , 
2022/2/10, 22, , 32, , 
2022/2/11, 10, , 31, , 
2022/2/12, 19, , 28, 1, 
2022/2/13, 32, , 26, 1, 
2022/2/14, 44, , 28, 2, 
2022/2/15, 55, , 30, 1, 
2022/2/16, 29, , 30, 1, 
2022/2/17, 10, , 26, , 
2022/2/18, 8, , 29, , 
2022/2/19, 13, , 30, , 
2022/2/20, 9, , 29, , 
2022/2/21, 9, , 31, , 
2022/2/22, 11, , 31, , 
2022/2/23, 8, , 30, 1, 
2022/2/24, 35, , 31, 1, 
2022/2/25, 30, , 31, , 
2022/2/26, 10, , 30, , 
2022/2/27, 16, , 30, , 
2022/2/28, 17, , 30, 1, 
2022/3/1, 31, , 24, 2, 
2022/3/2, 52, , 32, , 
2022/3/3, 8, , 32, , 
2022/3/4, 6, , 32, , 
2022/3/5, 8, , 34, , 
2022/3/6, 8, , 32, , 
2022/3/7, 6, , 32, 1, 
2022/3/8, 10, , 32, 1, 
2022/3/9, 12, , 34, , 
2022/3/10, 16, , 33, , 
2022/3/11, 35, , 30, 2, 
2022/3/12, 36, , 30, 2, 
2022/3/13, 41, , 31, 3, 
2022/3/14, 45, , 34, 3, 
2022/3/15, 69, , 31, 4, 
2022/3/16, 31, , 36, 2, 
2022/3/17, 30, , 29, 2, 
2022/3/18, 53, , 29, 1, 
2022/3/19, 14, , 32, 2, 
2022/3/20, 11, , 40, 1, 
2022/3/21, 54, , 42, 3, 
2022/3/22, 70, , 37, 2, 
2022/3/23, 53, , 32, 3, 
2022/3/24, 37, , 35, 3, 
2022/3/25, 44, , 34, 1, 
2022/3/26, 13, , 31, , 
2022/3/27, 8, , 36, 1, 
2022/3/28, 12, , 33, , 
2022/3/29, 6, , 34, , 
2022/3/30, 6, , 34, , 
2022/3/31, 6, , 30, , 
2021/10/1, 34, , 32, , 
2021/10/2, 36, , 29, , 
2021/10/3, 51, , 29, 1, 
2021/10/4, 51, , 32, , 
2021/10/5, 28, , 28, 1, 
2021/10/6, 55, , 24, , 
2021/10/7, 46, , 29, , 
2021/10/8, 27, , 26, , 
2021/10/9, 34, , 30, , 
2021/10/10, 38, , 34, , 
2021/10/11, 39, , 27, , 
2021/10/12, 4, , 28, , 
2021/10/13, 3, , 31, , 
2021/10/14, 6, , 31, , 
2021/10/15, 11, , 29, , 
2021/10/16, 7, , 30, , 
2021/10/17, 6, , 27, , 
2021/10/18, 6, , 29, , 
2021/10/19, 4, , 22, , 
2021/10/20, 18, , 33, , 
2021/10/21, 23, , 26, , 
2021/10/22, 8, , 28, , 
2021/10/23, 5, , 29, , 
2021/10/24, 9, , 30, , 
2021/10/25, 25, , 24, , 
2021/10/26, 30, , 25, , 
2021/10/27, 16, , 26, , 
2021/10/28, 13, , 26, 1, 
2021/10/29, 61, , 25, 1, 
2021/10/30, 87, , 25, 1, 
2021/10/31, 85, , 22, 1, 
2021/11/1, 67, , 24, 1, 
2021/11/2, 74, , 20, 1, 
2021/11/3, 39, , 23, 1, 
2021/11/4, 13, , 25, , 
2021/11/5, 11, , 24, , 
2021/11/6, 7, , 29, , 
2021/11/7, 5, , 25, , 
2021/11/8, 6, , 28, , 
2021/11/9, 8, , 25, 1, 
2021/11/10, 15, , 25, , 
2021/11/11, 15, , 28, , 
2021/11/12, 5, , 26, , 
2021/11/13, 4, , 25, , 
2021/11/14, 4, , 27, , 
2021/11/15, 5, , 26, , 
2021/11/16, 11, , , , 
2021/11/28, 5, , 23, , 
2021/11/29, 6, , 28, , 
2021/11/30, 5, , 28, , 
2021/12/1, 3, , 27, , 
2021/12/2, 6, , 25, , 
2021/12/3, 10, , 22, , 
2021/12/4, 9, , 24, , 
2021/12/5, 8, , 24, , 
2021/12/6, 8, , 21, , 
2021/12/7, 10, , 27, , 
2021/12/8, 9, , 26, , 
2021/12/9, 13, , 17, 1, 
2021/12/10, 18, , 8, 2, 
2021/12/11, 14, , 25, 1, 
2021/12/12, 28, , 26, , 
2021/12/13, 16, , 22, , 
2021/12/14, 13, , 25, , 
2021/12/15, 15, , 28, , 
2021/12/16, 11, , 29, , 
2021/12/17, 13, , 29, , 
2021/12/18, 9, , 31, , 
2021/12/19, 7, , 30, , 
2021/12/20, 6, , 27, , 
2021/12/21, 9, , 21, , 
2021/12/22, 9, , 24, , 
2021/12/23, 9, , 30, , 
2021/12/24, 4, , 28, , 
2021/12/25, 5, , 26, , 
2021/12/26, 8, , 27, , 
2021/12/27, 8, , 27, , 
2021/12/28, 14, , 23, , 
2021/12/29, 35, , 19, 1, 
2021/12/30, 27, , 21, 1, 
2021/12/31, 12, , 27, , 
2022/1/1, 9, , 26, , 
2022/1/2, 8, , 27, , 
2021/7/1, 21, , 28, , 
2021/7/2, 32, , 32, , 
2021/7/3, 21, , 39, , 
2021/7/4, 20, , 39, , 
2021/7/5, 32, , 33, , 
2021/7/6, 39, , 38, , 
2021/7/7, 27, , 36, , 
2021/7/8, 18, , 33, , 
2021/7/9, 18, , 44, , 
2021/7/10, 45, , 34, , 
2021/7/11, 20, , 35, , 
2021/7/12, 17, , 35, , 
2021/7/13, 17, , 44, , 
2021/7/14, 31, , 44, , 
2021/7/15, 43, , 38, , 
2021/7/16, 27, , 25, , 
2021/7/17, 29, , 25, , 
2021/7/18, 27, , 20, , 
2021/7/19, 6, , 24, , 
2021/7/20, 9, , 20, , 
2021/7/21, 4, , 23, , 
2021/7/22, 10, , 21, , 
2021/7/23, 11, , 23, , 
2021/7/24, 7, , 33, , 
2021/7/25, 12, , 31, , 
2021/7/26, 14, , 38, , 
2021/7/27, 33, , 39, , 
2021/7/28, 37, , 39, , 
2021/7/29, 31, , 34, , 
2021/7/30, 11, , 35, , 
2021/7/31, 18, , 34, , 
2021/8/1, 19, , 29, , 
2021/8/2, 17, , 24, , 
2021/8/3, 5, , 27, , 
2021/8/4, 4, , 31, , 
2021/8/5, 5, , 33, , 
2021/8/6, 8, , 29, , 
2021/8/7, 16, , 34, , 
2021/8/8, 19, , 30, , 
2021/8/9, 21, , 36, , 
2021/8/10, 21, , 40, , 
2021/8/11, 12, , 38, , 
2021/8/12, 17, , 42, , 
2021/8/13, 23, , 37, , 
2021/8/14, 25, , 26, , 
2021/8/15, 16, , 32, , 
2021/8/16, 16, , 35, , 
2021/8/17, 22, , 33, , 
2021/8/18, 12, , 24, , 
2021/8/19, 14, , 30, , 
2021/8/20, 11, , 25, , 
2021/8/21, 7, , 27, , 
2021/8/22, 5, , 31, , 
2021/8/23, 8, , 30, , 
2021/8/24, 9, , 29, , 
2021/8/25, 15, , 25, , 
2021/8/26, 15, , 17, , 
2021/8/27, 15, , 21, , 
2021/8/28, 37, , 25, , 
2021/8/29, 33, , 27, , 
2021/8/30, 28, , 27, , 
2021/8/31, 21, , 27, , 
2021/9/1, 13, , 28, , 
2021/9/2, 8, , 28, , 
2021/9/3, 8, , 27, , 
2021/9/4, 5, , 30, , 
2021/9/5, 4, , 25, , 
2021/9/6, 11, , 31, , 
2021/9/7, 17, , 28, , 
2021/9/8, 27, , 26, , 
2021/9/9, 26, , 25, , 
2021/9/10, 18, , 48, , 
2021/9/11, 23, , 38, , 
2021/9/12, 33, , 28, , 
2021/9/13, 11, , 29, , 
2021/9/14, 7, , 28, , 
2021/9/15, 7, , 24, , 
2021/9/16, 15, , 24, , 
2021/9/17, 13, , 23, , 
2021/9/18, 10, , 24, , 
2021/9/19, 15, , 26, , 
2021/9/20, 12, , 26, , 
2021/9/21, 9, , 31, , 
2021/9/22, 11, , 32, , 
2021/9/23, 16, , 26, , 
2021/9/24, 5, , 25, , 
2021/9/25, 5, , 24, , 
2021/9/26, 5, , 20, , 
2021/9/27, 7, , 21, 1, 
2021/9/28, 18, , 18, , 
2021/9/29, 37, , 22, , 
2021/9/30, 35, , 25, , 
2021/4/1, 7, , 34, , 
2021/4/2, 6, , 35, , 
2021/4/3, 11, , 36, , 
2021/4/4, 15, , 33, , 
2021/4/5, 17, , 31, , 
2021/4/6, 14, , 29, , 
2021/4/7, 14, , 32, , 
2021/4/8, 7, , 33, 1, 
2021/4/9, 34, , 33, , 
2021/4/10, 11, , 32, 1, 
2021/4/11, 12, , 35, 1, 
2021/4/12, 43, , 34, , 
2021/4/13, 11, , 36, , 
2021/4/14, 7, , 35, , 
2021/4/15, 10, , 34, , 
2021/4/16, 10, , 33, , 
2021/4/17, 12, , 34, , 
2021/4/18, 14, , 33, , 
2021/4/19, 24, , 37, 1, 
2021/4/20, 19, , 37, 2, 
2021/4/21, 34, , 37, 1, 
2021/4/22, 27, , 29, , 
2021/4/23, 7, , 27, , 
2021/4/24, 11, , 28, , 
2021/4/25, 11, , 29, , 
2021/4/26, 12, , 35, , 
2021/4/27, 14, , 37, , 
2021/4/28, 12, , 38, , 
2021/4/29, 12, , 34, , 
2021/4/30, 12, , 31, , 
2021/5/1, 15, , 30, , 
2021/5/2, 10, , 33, 1, 
2021/5/3, 13, , 31, , 
2021/5/4, 15, , 35, 1, 
2021/5/5, 14, , 32, 1, 
2021/5/6, 20, , 32, , 
2021/5/7, 13, , 34, , 
2021/5/8, 20, , 37, , 
2021/5/9, 26, , 47, 1, 
2021/5/10, 45, , 42, 2, 
2021/5/11, 47, , 45, 2, 
2021/5/12, 35, , 47, 5, 
2021/5/13, 66, , 35, 3, 
2021/5/14, 51, , 35, 2, 
2021/5/15, 33, , 33, 1, 
2021/5/16, 24, , 34, 1, 
2021/5/17, 35, , 35, 1, 
2021/5/19, 15, , 33, , 
2021/5/20, 16, , 30, , 
2021/5/21, 7, , 39, 1, 
2021/5/22, 17, , 35, 2, 
2021/5/23, 10, , 23, , 
2021/5/24, 7, , 30, 1, 
2021/5/25, 10, , 41, 1, 
2021/5/26, 17, , 34, 1, 
2021/5/27, 21, , 26, 1, 
2021/5/28, 6, , 35, , 
2021/5/29, 15, , 35, , 
2021/5/30, 14, , 34, , 
2021/5/31, 15, , 38, , 
2021/6/1, 15, , 39, 1, 
2021/6/2, 16, , 35, 2, 
2021/6/3, 16, , 33, 2, 
2021/6/4, 20, , 42, 1, 
2021/6/5, 16, , 40, 1, 
2021/6/6, 20, , 41, , 
2021/6/7, 28, , 34, 1, 
2021/6/8, 36, , 41, 2, 
2021/6/9, 26, , 41, 1, 
2021/6/10, 27, , 42, 3, 
2021/6/11, 22, , 37, 1, 
2021/6/12, 22, , 24, , 
2021/6/13, 10, , 33, , 
2021/6/14, 14, , 30, , 
2021/6/15, 21, , 28, , 
2021/6/16, 10, , 34, 1, 
2021/6/17, 18, , 59, 1, 
2021/6/18, 32, , 54, 1, 
2021/6/19, 52, , 52, 1, 
2021/6/20, 63, , 43, 1, 
2021/6/21, 63, , 39, 1, 
2021/6/22, 58, , 28, , 
2021/6/23, 24, , 24, , 
2021/6/24, 19, , 23, 1, 
2021/6/25, 25, , 26, , 
2021/6/26, 15, , 30, , 
2021/6/27, 13, , 30, , 
2021/6/28, 18, , 29, , 
2021/6/29, 28, , 26, , 
2021/6/30, 33, , 27, , 
2021/1/4, 11, , 11, 1, 
2021/1/5, 20, , 19, , 
2021/1/6, 16, , 17, 1, 
2021/1/7, 13, , 21, 1, 
2021/1/8, 22, , 24, , 
2021/1/9, 15, , 22, , 
2021/1/10, 10, , 28, , 
2021/1/11, 7, , 24, 1, 
2021/1/12, 26, , 18, 3, 
2021/1/13, 33, , 24, 3, 
2021/1/14, 31, , 29, 1, 
2021/1/15, 17, , 26, , 
2021/1/16, 16, , 29, , 
2021/1/17, 10, , 28, , 
2021/1/18, 4, , 28, , 
2021/1/19, 18, , 27, 1, 
2021/1/20, 47, , 24, 2, 
2021/1/21, 41, , 28, 2, 
2021/1/22, 37, , 26, , 
2021/1/23, 18, , 22, 1, 
2021/1/24, 7, , 18, 1, 
2021/1/25, 7, , 17, 1, 
2021/1/26, 5, , 18, , 
2021/1/27, 15, , 18, , 
2021/1/28, 11, , 15, 1, 
2021/1/29, 19, , 24, , 
2021/1/30, 9, , 24, , 
2021/1/31, 10, , 25, , 
2021/2/1, 4, , 27, , 
2021/2/2, 6, , 22, 2, 
2021/2/10, 15, , 31, 1, 
2021/2/11, 17, , 33, , 
2021/2/12, 7, , 33, , 
2021/2/13, 10, , 32, , 
2021/2/14, 2, , 32, , 
2021/2/15, 5, , 31, 1, 
2021/2/16, 7, , 29, 1, 
2021/2/17, 14, , 31, 1, 
2021/2/18, 18, , 30, 1, 
2021/2/19, 48, , 26, 2, 
2021/2/20, 38, , 22, 2, 
2021/2/21, 27, , 17, 4, 
2021/2/22, 44, , 15, 3, 
2021/2/23, 54, , 18, 2, 
2021/2/24, 28, , 26, 1, 
2021/2/25, 20, , 32, , 
2021/2/26, 12, , 32, , 
2021/2/27, 3, , 32, , 
2021/2/28, 4, , 91, 3, 12
2021/3/1, 54, , 62, 13, 15
2021/3/2, 149, , 34, 1, 
2021/3/3, 10, , 33, , 
2021/3/4, 7, , 33, , 
2021/3/5, 3, , 34, , 
2021/3/6, 7, , 34, , 
2021/3/7, 7, , 34, , 
2021/3/8, 9, , 31, 1, 
2021/3/9, 12, , 34, 1, 
2021/3/10, 38, , 34, , 
2021/3/24, 35, , 32, 1, 
2021/3/25, 23, , 28, 1, 
2021/3/26, 36, , 37, 3, 
2021/3/27, 54, , 32, 2, 
2021/3/28, 23, , 28, 2, 
2021/3/29, 19, , 23, 1, 
2021/3/30, 9, , 32, 1, 
2021/3/31, 8, , 32, , 
2020/10/1, 43, , 26, 1, 
2020/10/2, 65, , 24, 1, 
2020/10/3, 63, , 21, 1, 
2020/10/4, 68, , 30, , 
2020/10/5, 31, , 27, , 
2020/10/6, 35, , 23, 1, 
2020/10/7, 25, , 27, , 
2020/10/8, 16, , 27, , 
2020/10/9, 16, , 27, , 
2020/10/10, 12, , 30, , 
2020/10/11, 8, , 30, , 
2020/10/12, 8, , 24, , 
2020/10/13, 2, , 21, , 
2020/10/14, 13, , 24, , 
2020/10/15, 8, , 29, , 
2020/10/16, 8, , 29, , 
2020/10/17, 33, , 28, , 
2020/10/18, 18, , 25, , 
2020/10/28, 28, , 21, 1, 
2020/10/29, 25, , 22, 1, 
2020/10/30, 22, , 24, , 
2020/10/31, 21, , 22, , 
2020/11/1, 14, , 18, , 
2020/11/2, 43, , 28, , 
2020/11/3, 11, , 28, , 
2020/11/4, 11, , 24, , 
2020/11/5, 14, , 26, , 
2020/11/6, 10, , 26, , 
2020/11/7, 18, , 34, , 
2020/11/8, 10, , 30, , 
2020/11/9, 9, , 22, , 
2020/11/15, 47, , 11, 2, 
2020/11/16, 59, , 25, 1, 
2020/11/17, 8, , 21, 1, 
2020/11/18, 13, , 30, , 
2020/11/19, 22, , 29, , 
2020/11/21, 7, , 27, , 
2020/11/22, 19, , 29, , 
2020/12/8, 34, , 22, 1, 
2020/12/9, 32, , 24, 1, 
2020/12/10, 33, , 19, 1, 
2020/12/11, 45, , 21, 1, 
2020/12/12, 37, , 28, , 
2020/12/13, 40, , 25, , 
2020/12/14, 22, , 15, 1, 
2020/12/15, 45, , 20, 1, 
2020/12/16, 27, , 27, , 
2020/12/17, 2, , 20, 1, 
2020/12/18, 6, , 21, 1, 
2020/12/19, 15, , 22, 1, 
2020/12/20, 43, , 19, 1, 
2020/12/21, 32, , 23, 1, 
2020/12/22, 20, , 25, , 
2020/12/23, 8, , 23, , 
2020/12/24, 2, , 18, , 
2020/12/25, 2, , 20, , 
2020/12/26, 3, , 26, , 
2020/12/27, 20, , 21, 1, 
2020/12/28, 24, , 16, 1, 
2020/12/29, 16, , 22, 1, 
2020/12/30, 10, , 23, 1, 
2020/12/31, 28, , 23, , 
2021/1/1, 18, , 21, , 
2021/1/2, 14, , 19, , 
2021/1/3, 13, , 9, , 
2020/7/1, 17, , 32, , 
2020/7/2, 22, , 28, , 
2020/7/3, 15, , 28, , 
2020/7/4, 17, , 25, , 
2020/7/5, 20, , 27, , 
2020/7/6, 28, , 24, , 
2020/7/7, 14, , 23, , 
2020/7/8, 10, , 24, , 
2020/7/9, 15, , 31, , 
2020/7/10, 15, , 27, , 
2020/7/11, 18, , 26, , 
2020/7/12, 13, , 25, , 
2020/7/13, 9, , 27, , 
2020/7/14, 33, , 31, , 
2020/7/15, 22, , 29, , 
2020/7/16, 22, , 32, , 
2020/7/17, 23, , 37, , 
2020/7/18, 22, , 39, 1, 
2020/7/19, 35, , 41, 1, 
2020/7/20, 37, , 37, , 
2020/7/21, 14, , 20, , 
2020/7/22, 16, , 21, , 
2020/7/23, 10, , 28, , 
2020/7/24, 23, , 26, , 
2020/7/25, 11, , 25, , 
2020/7/26, 23, , 28, , 
2020/7/27, 21, , 29, , 
2020/7/28, 19, , 27, , 
2020/7/29, 20, , 25, , 
2020/7/30, 12, , 21, , 
2020/7/31, 27, , 26, , 
2020/8/1, 17, , 29, , 
2020/8/2, 25, , 25, , 
2020/8/3, 21, , 22, , 
2020/8/4, 12, , 31, , 
2020/8/5, 14, , 33, , 
2020/8/6, 27, , 43, , 
2020/8/7, 31, , 42, 1, 
2020/8/8, 27, , 37, , 
2020/8/9, 29, , 20, , 
2020/8/10, 13, , 22, , 
2020/8/11, 14, , 25, , 
2020/8/12, 17, , 25, , 
2020/8/13, 17, , 30, , 
2020/8/14, 15, , 40, , 
2020/8/15, 37, , 32, , 
2020/8/16, 26, , 28, , 
2020/8/17, 14, , 27, , 
2020/8/18, 12, , 34, 1, 
2020/8/19, 21, , 30, 1, 
2020/8/20, 25, , 34, , 
2020/8/21, 26, , 36, , 
2020/8/22, 41, , 31, , 
2020/8/23, 16, , 26, , 
2020/8/24, 13, , 31, , 
2020/8/25, 12, , 27, , 
2020/8/26, 12, , 25, , 
2020/8/27, 7, , 27, , 
2020/8/28, 12, , 26, , 
2020/8/29, 15, , 28, , 
2020/8/30, 18, , 25, , 
2020/8/31, 11, , 25, , 1
2020/9/1, 20, , 25, , 
2020/9/2, 20, , 28, , 
2020/9/3, 28, , 34, , 
2020/9/4, 17, , 26, , 
2020/9/5, 25, , 26, , 
2020/9/6, 10, , 26, , 
2020/9/7, 9, , 26, , 
2020/9/8, 18, , 20, , 
2020/9/9, 33, , 24, , 
2020/9/10, 1, , 27, , 
2020/9/13, 24, , 21, , 
2020/9/14, 16, , 21, 1, 
2020/9/15, 18, , 32, , 
2020/9/16, 60, , 25, , 
2020/9/17, 6, , 24, , 
2020/9/18, 14, , 22, , 
2020/9/19, 11, , 23, , 
2020/9/20, 29, , 21, , 
2020/9/21, 27, , 26, , 
2020/9/22, 25, , 37, 1, 
2020/9/23, 72, , 38, 1, 
